case,result,k,rows,inputs,outputs,tiles,timing_scope,setup_included,timed_cycles,timed_cycles_per_output_x1000,descriptor_setup_cycles,descriptor_setup_cycles_valid,compute_cycles,cycles_per_output_x1000,quantize_cycles,pack_cycles,matmul_cycles,logical_read_bytes,total_cycles,total_insns,total_vector_insns,ara_req_fire_count,rvv_axi_ar_count,rvv_axi_r_count,rvv_op_load,rvv_op_store,lane_utilization,checksum,mismatches,max_abs,max_rel,max_abs_bits,max_rel_bits
decode_ffn_down_qbs,PASS,8960,256,1,256,8,production_command,1,208863,815871,0,0,208863,815871,64668,0,144195,1999328,208894,9138,4246,2999,3226,133568,218,607,0.124,0x9bbcaee5d70930b3,0,0,0,0x0,0x0
