case,commands,successes,faults,busy_cycles,read_ranges,translations,ar,r_beats,payload_bytes,store_wait_cycles,read_backpressure_cycles,read_outstanding_occ_sum,read_outstanding_max,read_outstanding_full_cycles,phase_setup_cycles,phase_activation_cycles,phase_weight_cycles,phase_compute_cycles,phase_overlap_cycles,phase_drain_cycles,phase_scheduler_cycles,phase_commit_cycles,phase_fault_cycles,phase_terminal_cycles,weight_prefetch_wait_cycles,tiles,weight_bytes,activation_bytes,useful_pairs,pair_capacity,dot_active_cycles,fp_uop_issue,fp_table_occ_sum,fp_table_occ_max,fp_table_full_cycles,accumulator_updates,commit_groups,commit_backpressure_cycles,activation_access,context_fill_count,context_reuse_count,context_reuse_block_count,context_read_bytes,activation_axi_bytes_saved,context_replay_cycles,context_replay_compute_overlap_cycles,context_validation_fault_count,probe_context_start_blocked_cycles,probe_compute_without_dot_issue_cycles,probe_profile_result_blocked_cycles,probe_fp_slot_blocked_cycles,probe_fp_accumulator_blocked_cycles,probe_fp_other_blocked_cycles,probe_fp_input_blocked_cycles,probe_fp_no_schedulable_uop_cycles,probe_fp_busy_cycles,probe_profile_context_occ_sum,probe_profile_two_context_cycles,probe_profile_drain_only_cycles,probe_profile_correction_pending_cycles,probe_profile_result_pending_cycles,probe_read_range_blocked_cycles,probe_read_range_fifo_blocked_cycles,probe_read_ar_slot_blocked_cycles,probe_read_ar_ready_blocked_cycles,probe_read_response_idle_cycles,probe_read_data_sink_blocked_cycles,probe_read_completion_blocked_cycles,probe_read_translation_wait_cycles,probe_weight_wait_no_outstanding_cycles,probe_weight_wait_response_idle_cycles,probe_weight_wait_r_transfer_cycles,probe_weight_wait_r_blocked_cycles,pair_utilization,dot_active_ratio,read_bytes_per_busy_cycle,fp_table_avg_occupancy,commit_backpressure_ratio,read_outstanding_avg,read_outstanding_full_ratio,compute_overlap_ratio,input_phase_ratio,weight_prefetch_wait_ratio,profile_result_blocked_ratio,context_start_blocked_ratio,fp_input_blocked_ratio,read_response_idle_ratio,profile_context_avg_occupancy
decode_ffn_down_qbs,8,8,0,143541,2528,0,2998,124048,1963488,0,3287,236241,2,105284,120,8818,51235,10080,70560,120,2528,72,0,8,36804,2240,1881600,81760,2293760,2293760,71680,26880,98560,4,0,8960,32,0,0,0,0,0,0,0,0,0,0,0,8960,0,0,0,0,0,4480,31360,87360,0,8960,71680,8960,0,0,31475,0,3622,3287,0,0,280,40,34844,1640,1.000000000,0.499369518,13.678934938,0.686633087,0.000000000,1.645808515,0.733476846,0.875000000,0.418368271,0.256400610,0.000000000,0.000000000,0.000000000,0.025233209,0.608606600
