case,commands,successes,faults,busy_cycles,read_ranges,translations,ar,r_beats,payload_bytes,store_wait_cycles,read_backpressure_cycles,read_outstanding_occ_sum,read_outstanding_max,read_outstanding_full_cycles,phase_setup_cycles,phase_activation_cycles,phase_weight_cycles,phase_compute_cycles,phase_overlap_cycles,phase_drain_cycles,phase_scheduler_cycles,phase_commit_cycles,phase_fault_cycles,phase_terminal_cycles,weight_prefetch_wait_cycles,tiles,weight_bytes,activation_bytes,useful_pairs,pair_capacity,dot_active_cycles,fp_uop_issue,fp_table_occ_sum,fp_table_occ_max,fp_table_full_cycles,accumulator_updates,commit_groups,commit_backpressure_cycles,activation_access,context_fill_count,context_reuse_count,context_reuse_block_count,context_read_bytes,activation_axi_bytes_saved,context_replay_cycles,context_replay_compute_overlap_cycles,context_validation_fault_count,probe_context_start_blocked_cycles,probe_compute_without_dot_issue_cycles,probe_profile_result_blocked_cycles,probe_fp_slot_blocked_cycles,probe_fp_accumulator_blocked_cycles,probe_fp_other_blocked_cycles,probe_fp_input_blocked_cycles,probe_fp_no_schedulable_uop_cycles,probe_fp_busy_cycles,probe_profile_context_occ_sum,probe_profile_two_context_cycles,probe_profile_drain_only_cycles,probe_profile_correction_pending_cycles,probe_profile_result_pending_cycles,probe_read_range_blocked_cycles,probe_read_range_fifo_blocked_cycles,probe_read_ar_slot_blocked_cycles,probe_read_ar_ready_blocked_cycles,probe_read_response_idle_cycles,probe_read_data_sink_blocked_cycles,probe_read_completion_blocked_cycles,probe_read_translation_wait_cycles,probe_weight_wait_no_outstanding_cycles,probe_weight_wait_response_idle_cycles,probe_weight_wait_r_transfer_cycles,probe_weight_wait_r_blocked_cycles,pair_utilization,dot_active_ratio,read_bytes_per_busy_cycle,fp_table_avg_occupancy,commit_backpressure_ratio,read_outstanding_avg,read_outstanding_full_ratio,compute_overlap_ratio,input_phase_ratio,weight_prefetch_wait_ratio,profile_result_blocked_ratio,context_start_blocked_ratio,fp_input_blocked_ratio,read_response_idle_ratio,profile_context_avg_occupancy
decode_attn_q_qbs,48,48,0,105141,2358,0,2646,83106,1329624,0,3380,157612,2,67303,720,6137,10924,10368,72576,1296,2640,432,0,48,3459,2304,1327104,84096,2359296,2359296,73728,55296,211968,4,0,9216,192,0,96,1,47,282,82344,82344,5640,0,0,0,9216,0,0,0,0,0,4608,59904,89856,574,8642,36864,9216,0,0,11869,0,3823,3380,0,0,288,25,1730,1416,1.000000000,0.701229777,12.646103803,2.016035609,0.000000000,1.499053652,0.640121361,0.875000000,0.162267812,0.032898679,0.000000000,0.000000000,0.000000000,0.036360697,0.854623791
