case,result,k,rows,inputs,outputs,tiles,timing_scope,setup_included,timed_cycles,timed_cycles_per_output_x1000,descriptor_setup_cycles,descriptor_setup_cycles_valid,compute_cycles,cycles_per_output_x1000,quantize_cycles,pack_cycles,matmul_cycles,logical_read_bytes,total_cycles,total_insns,total_vector_insns,ara_req_fire_count,rvv_axi_ar_count,rvv_axi_r_count,rvv_op_load,rvv_op_store,lane_utilization,checksum,mismatches,max_abs,max_rel,max_abs_bits,max_rel_bits
decode_attn_q_qbs,PASS,1536,1536,1,1536,48,production_command,1,119883,78048,0,0,119883,78048,11574,0,108309,1335768,119904,2421,926,614,2686,84738,84,154,0.038,0x4e5f6611ca3aec64,0,9.53674316e-07,6.41644365e-05,0x35800000,0x38869005
