name,kind,status,returncode,elapsed_s,reason,artifact_dir
app:vsaxpy,app,PASS,0,6.525364825036377,,/home/wangwy/openproject/ara_dsa/hardware/context_area_20260915_dJqcsu/soc/focus/tests/app_vsaxpy
