vsgemm_m1_4r,32,4,32,PASSED,9183,.2802,9251,1519,0,0,561,0,528,528,5,817,0,1345,1873,1105,1345,576,0,0,0,1418,47,32,9175,1371,617,95,6,264,256,248,256,9295,32,1024,32768,1376,576,1024,864,0,0,1288,0
vsgemm_m1_4r,32,4,32,PASSED,9183,.2802,9251,1519,0,0,561,0,528,528,5,817,0,1345,1873,1105,1345,576,0,0,0,1418,47,32,9175,1371,617,95,6,264,256,248,256,9295,32,1024,32768,1376,576,1024,864,0,0,1288,0
