avl,result,task_cycles,cyc_per_elem,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
16,PASSED,3647,227.937,3715,246,0,0,65,0,63,63,8,2,2421,65,2486,7,65,3514,0,0,0,147,18,17,3162,129,98,81,24,44,21,5,32,3560,16,27648,21504,0,0,21,449,0,5,4,0,11,0,80,3471,32,3438,0,0,48,0,.238
64,PASSED,15983,249.734,16051,966,0,0,257,0,255,255,8,2,12597,257,12854,7,257,15658,0,0,0,579,66,65,15498,513,386,321,30,188,69,5,128,15704,64,125952,70656,0,0,69,641,0,5,4,0,59,0,320,15471,128,15342,0,0,192,0,.072
