avl,result,task_cycles,cyc_per_elem,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
16,PASSED,1261,78.812,1329,438,0,2,129,0,80,80,1,49,0,129,129,129,129,80,0,0,0,211,18,17,1253,193,162,145,6,128,64,0,64,948,16,8192,8192,0,18,64,0,0,0,0,0,0,0,144,80,64,18,32,0,80,0,0
64,PASSED,4957,77.453,5025,1734,0,2,513,0,320,320,1,193,0,513,513,513,513,320,0,0,0,835,66,65,4949,769,642,577,6,512,256,0,256,3780,64,32768,32768,0,66,256,0,0,0,0,0,0,0,576,320,256,66,128,0,320,0,0
