avl,result,task_cycles,cyc_per_elem,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
16,PASSED,621,38.812,689,198,0,3,49,0,32,32,1,17,0,49,49,49,49,32,0,0,0,131,18,17,613,113,82,65,5,17,16,15,16,308,16,128,2048,0,0,16,0,0,0,0,0,0,0,64,32,32,1,0,0,24,0,.937
64,PASSED,2397,37.453,2465,774,0,3,193,0,128,128,1,65,0,193,193,193,193,128,0,0,0,515,66,65,2389,449,322,257,5,65,64,63,64,1220,64,128,8192,0,0,64,0,0,0,0,0,0,0,256,128,128,1,0,0,96,0,.984
