avl,result,task_cycles,cyc_per_elem,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
16,PASSED,1479,92.437,1547,246,0,1,65,0,63,63,8,2,575,65,640,7,65,1346,0,0,0,147,18,17,1316,129,98,81,10,35,31,27,32,1821,15,2048,15872,0,0,31,7,0,26,12,0,0,0,80,1303,32,1270,0,0,48,0,.870
64,PASSED,6087,95.109,6155,966,0,1,257,0,255,255,8,2,3023,257,3280,7,257,5762,0,0,0,579,66,65,5924,513,386,321,11,131,127,123,128,6381,63,2048,65024,0,0,127,7,0,122,60,0,0,0,320,5575,128,5446,0,0,192,0,.968
