avl,result,task_cycles,cyc_per_elem,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
16,PASSED,27,1.687,95,3,0,4,3,1,2,2,1,2,0,4,6,4,4,2,0,0,0,12,8,0,19,4,2,1,4,1,0,0,1,419,1,64,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,1,0,1,0,-
64,PASSED,58,.906,126,6,0,0,6,2,5,5,3,3,0,8,12,6,8,28,0,0,0,24,17,1,34,7,4,2,4,2,1,1,2,449,2,128,128,0,0,1,0,0,0,0,0,0,0,8,27,4,24,2,0,3,0,1.000
256,PASSED,250,.976,318,24,0,0,24,8,29,29,7,3,0,32,46,6,32,196,0,0,0,166,135,1,222,31,10,2,7,8,7,7,8,635,8,128,896,0,0,7,0,0,0,0,0,0,0,32,183,16,168,8,0,12,0,1.000
1024,PASSED,1018,.994,1086,96,0,0,96,32,125,125,7,3,0,128,190,6,128,868,0,0,0,862,735,1,990,127,34,2,7,33,32,32,32,1379,33,128,3920,0,0,31,0,1,0,0,0,0,0,128,807,64,744,32,0,48,0,1.000
4096,PASSED,4075,.994,4143,384,0,0,384,128,509,509,7,3,0,512,766,6,512,3541,0,0,0,3631,3120,1,4047,511,130,2,7,132,131,131,128,4340,132,128,15872,0,0,127,0,4,0,0,0,0,0,512,3288,256,3033,128,0,192,0,1.000
