avl,result,task_cycles,cyc_per_elem,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
256,PASSED,451,1.761,519,140,0,0,48,8,24,24,1,32,0,56,64,56,56,24,0,0,0,110,53,2,443,57,36,32,7,15,7,0,8,836,16,1024,896,0,0,7,0,0,0,0,0,0,1,63,24,24,1,8,0,24,0,0
512,PASSED,875,1.708,943,276,0,0,96,16,48,48,1,64,0,112,128,112,112,48,0,0,0,214,101,2,867,113,68,56,7,31,15,0,16,1252,32,2048,1920,0,0,15,0,0,0,0,0,0,1,127,48,48,1,16,0,48,0,0
1024,PASSED,1723,1.682,1791,548,0,0,192,32,96,96,1,128,0,224,256,224,224,96,0,0,0,422,197,2,1715,225,132,104,7,63,31,0,32,2084,65,4096,3968,0,0,31,0,0,0,0,0,0,1,255,96,96,1,32,0,96,0,0
2048,PASSED,3419,1.669,3487,1092,0,0,384,64,192,192,1,256,0,448,512,448,448,192,0,0,0,838,389,2,3411,449,260,200,7,127,63,0,64,3748,130,8192,8064,0,0,63,0,0,0,0,0,0,1,511,192,192,1,64,0,192,0,0
4096,PASSED,6811,1.662,6879,2180,0,0,768,128,384,384,1,512,0,896,1024,896,896,384,0,0,0,1670,773,2,6803,897,516,392,7,255,127,0,128,7076,260,16384,16256,0,0,127,0,0,0,0,0,0,1,1023,384,384,1,128,0,384,0,0
