group,kernel,tag,avl,size,rows,n,result,task_cycles,cyc_per_elem,cyc_per_macc,wall_cycles,eps,vec_busy,imem_outstanding,ep_ack,ep_vset_ack,vq_push,vq_pop,vq_max_occ,vq_bypass,vq_full_stall,dispatch_slots,dispatch_cycles,fsm_could_bypass,operand_wait_cyc,ara_backpressure,real_wait_stall,resp_meta_stall,resp_meta_max,ipu_ready_cyc,ipu_ready_stall,ipu_sram_stall,ipu_serve_cyc,packets,bypass_hits,demand_reads,avg_cyc_per_pkt,demand_ar,pf_ar,pf_hit,loads,pf_en_cyc,demand_aw,demand_B,pf_B,pf_ar_rob_full,pf_ar_lkup_full,pf_ar_pending,pf_ar_dis,pf_2nd,dem_rob_block,pf_disabled,pf_page_cross,pf_queue_full,pf_avl_low,seq_issue,seq_blocked,seq_raw,seq_war,seq_waw,seq_waw_block,seq_ep_bypass,seq_full,pf_hit_rate
blas,vsgemv_hdv_m2,vsgemv_hdv_m2,,2,32,32,PASSED,111,,.0541,179,20,0,0,6,1,3,3,1,5,0,8,9,8,8,61,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,503,0,384,0,0,0,0,0,0,0,0,0,0,2,6,61,3,0,1,0,5,0,
blas,vsgemv_hdv_m2,vsgemv_hdv_m2,,2,64,64,PASSED,121,,.0295,189,20,0,0,6,1,3,3,1,5,0,8,9,8,8,71,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,513,0,512,0,0,0,0,0,0,0,0,0,0,2,6,71,3,0,1,0,5,0,
blas,vsgemv_hdv_m4,vsgemv_hdv_m4,,4,32,32,PASSED,126,,.0307,194,20,0,0,6,1,3,3,1,5,0,8,9,8,8,76,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,518,0,640,0,0,0,0,0,0,0,0,0,0,2,6,76,3,0,1,0,5,0,
blas,vsgemv_hdv_m4,vsgemv_hdv_m4,,4,64,64,PASSED,136,,.0166,204,20,0,0,6,1,3,3,1,5,0,8,9,8,8,86,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,528,0,768,0,0,0,0,0,0,0,0,0,0,2,6,86,3,0,1,0,5,0,
blas,vsgemv_hdv_m8,vsgemv_hdv_m8,,8,32,32,PASSED,160,,.0195,228,20,0,0,6,1,3,3,1,5,0,8,9,8,8,110,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,552,0,1152,0,0,0,0,0,0,0,0,0,0,2,6,110,3,0,1,0,5,0,
blas,vsgemv_hdv_m8,vsgemv_hdv_m8,,8,64,64,PASSED,170,,.0103,238,20,0,0,6,1,3,3,1,5,0,8,9,8,8,120,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,562,0,1280,0,0,0,0,0,0,0,0,0,0,2,6,120,3,0,1,0,5,0,
blas,vssymv_hdv_m2,vssymv_hdv_m2,,2,32,32,PASSED,112,,.0546,180,26,0,0,6,1,3,3,1,5,0,8,9,8,8,62,0,0,0,12,0,0,100,12,9,7,8,2,0,0,2,504,0,384,0,0,0,0,0,0,0,0,0,0,2,6,62,3,0,1,0,5,0,
blas,vssymv_hdv_m2,vssymv_hdv_m2,,2,64,64,PASSED,122,,.0297,190,26,0,0,6,1,3,3,1,5,0,8,9,8,8,72,0,0,0,12,0,0,102,12,9,7,8,2,0,0,2,514,0,512,0,0,0,0,0,0,0,0,0,0,2,6,72,3,0,1,0,5,0,
blas,vssymv_hdv_m4,vssymv_hdv_m4,,4,32,32,PASSED,128,,.0312,196,26,0,0,6,1,3,3,1,5,0,8,9,8,8,78,0,0,0,12,0,0,110,12,9,7,9,2,0,0,2,520,0,640,0,0,0,0,0,0,0,0,0,0,2,6,78,3,0,1,0,5,0,
blas,vssymv_hdv_m4,vssymv_hdv_m4,,4,64,64,PASSED,138,,.0168,206,26,0,0,6,1,3,3,1,5,0,8,9,8,8,88,0,0,0,12,0,0,118,12,9,7,9,2,0,0,2,530,0,768,0,0,0,0,0,0,0,0,0,0,2,6,88,3,0,1,0,5,0,
blas,vssymv_hdv_m8,vssymv_hdv_m8,,8,32,32,PASSED,160,,.0195,228,26,0,0,6,1,3,3,1,5,0,8,9,8,8,110,0,0,0,12,0,0,142,12,9,7,11,2,0,0,2,552,0,1152,0,0,0,0,0,0,0,0,0,0,2,6,110,3,0,1,0,5,0,
blas,vssymv_hdv_m8,vssymv_hdv_m8,,8,64,64,PASSED,170,,.0103,238,26,0,0,6,1,3,3,1,5,0,8,9,8,8,120,0,0,0,12,0,0,150,12,9,7,12,2,0,0,2,562,0,1280,0,0,0,0,0,0,0,0,0,0,2,6,120,3,0,1,0,5,0,
blas,vstrsm_hdv_m2,vstrsm_hdv_m2,,2,32,32,PASSED,30985,,15.1293,31053,9237,0,0,1585,0,1060,1060,3,525,0,1585,1585,1577,1585,1122,0,0,0,4853,592,560,30977,4261,3236,2707,7,572,0,0,528,0,572,135168,0,0,0,0,0,0,0,572,0,0,0,2112,1118,562,30,528,0,792,0,
blas,vstrsm_hdv_m2,vstrsm_hdv_m2,,2,64,64,PASSED,120249,,29.3576,120317,35877,0,0,6241,0,4164,4164,3,2077,0,6241,6241,6233,6241,4226,0,0,0,18917,2208,2144,120241,16709,12612,10531,7,2232,0,0,2080,0,2232,532480,0,0,0,0,0,0,0,2232,0,0,0,8320,4222,2146,30,2080,0,3120,0,
blas,vstrsm_hdv_m4,vstrsm_hdv_m4,,4,32,32,PASSED,40898,,9.9848,40966,9237,0,1,1585,0,1521,1521,3,64,0,1585,1585,655,1585,9298,0,0,0,4854,594,561,40890,4260,3237,2711,9,604,0,0,528,0,604,270336,0,0,0,0,0,0,0,604,0,0,0,2112,8833,562,7752,531,3,792,0,
blas,vstrsm_hdv_m4,vstrsm_hdv_m4,,4,64,64,PASSED,160466,,19.5881,160534,35877,0,1,6241,0,6113,6113,3,128,0,6241,6241,2335,6241,37858,0,0,0,18918,2210,2145,160458,16708,12613,10535,9,2360,0,0,2080,0,2360,1064960,0,0,0,0,0,0,0,2360,0,0,0,8320,35905,2146,31720,2083,3,3120,0,
blas,vstrsm_hdv_m8,vstrsm_hdv_m8,,8,32,32,PASSED,74462,,9.0895,74530,9237,0,1,1585,0,1417,1417,3,168,0,1585,1585,863,1585,18796,0,0,0,4853,592,560,74454,4261,3236,2707,17,672,0,0,528,0,672,540672,0,0,0,0,0,0,0,672,0,0,0,2112,18435,564,17340,528,0,792,0,
blas,vstrsm_hdv_m8,vstrsm_hdv_m8,,8,64,64,PASSED,292310,,17.8411,292378,35877,0,1,6241,0,5649,5649,3,592,0,6241,6241,3263,6241,76044,0,0,0,18917,2208,2144,292302,16709,12612,10531,17,2624,0,0,2080,0,2624,2129920,0,0,0,0,0,0,0,2624,0,0,0,8320,74555,2148,70356,2080,0,3120,0,
blas,vsgemm_m1_1r,vsgemm_m1_1r,,32,1,32,PASSED,31910,,.9738,31978,7527,0,0,1089,0,2080,2080,2,33,0,2113,2113,1089,2113,1056,0,0,0,6401,1151,1119,31902,5250,3234,2185,6,1056,1024,992,1024,31247,32,4096,131072,0,0,1024,0,0,0,0,0,0,0,2144,1118,0,62,0,0,2048,0,.968
blas,vsgemm_m1_2r,vsgemm_m1_2r,,32,2,32,PASSED,19248,,.5874,19316,4871,0,0,1073,0,1056,1056,2,545,0,1601,1601,1089,1601,544,0,0,0,3728,557,542,19240,3171,1647,1123,6,528,512,496,512,19114,32,2048,65536,0,0,512,0,0,0,0,0,0,0,1632,559,512,47,0,0,1296,0,.968
blas,vsgemm_m1_4r,vsgemm_m1_4r,,32,4,32,PASSED,9183,,.2802,9251,1519,0,0,561,0,528,528,5,817,0,1345,1873,1105,1345,576,0,0,0,1418,47,32,9175,1371,617,95,6,264,256,248,256,9295,32,1024,32768,0,0,256,0,0,0,0,0,0,0,1376,576,1024,864,0,0,1288,0,.968
blas,vsgemm_m4_1r,vsgemm_m4_1r,,128,1,128,PASSED,794787,,.3789,794855,116102,0,2,16641,0,32896,32896,2,129,0,33025,33025,16641,33025,16512,0,0,0,99328,16895,16766,794779,82433,49793,33280,9,18432,0,0,16384,778668,144,8388608,0,0,0,0,0,0,0,0,2048,0,16384,33152,21226,128,4714,127,0,32768,0,
blas,vsgemm_m4_1r,vsgemm_m4_1r,,16,1,16,PASSED,8255,,2.0153,8323,1974,0,0,289,0,528,528,2,17,0,545,545,289,545,272,0,0,0,1664,318,302,8247,1346,848,577,6,256,0,0,256,8376,16,16384,0,0,0,0,0,0,0,0,0,0,256,560,272,0,0,0,0,512,0,
blas,vsgemm_m4_1r,vsgemm_m4_1r,,32,1,32,PASSED,31837,,.9715,31905,7526,0,0,1089,0,2080,2080,2,33,0,2113,2113,1089,2113,1056,0,0,0,6401,1151,1119,31829,5250,3233,2181,6,1024,0,0,1024,31174,32,131072,0,0,0,0,0,0,0,0,0,0,1024,2144,1118,0,62,0,0,2048,0,
blas,vsgemm_m4_1r,vsgemm_m4_1r,,64,1,64,PASSED,133676,,.5099,133744,29382,0,1,4225,0,8256,8256,2,65,0,8321,8321,4225,8321,4160,0,0,0,25090,4352,4288,133668,20738,12609,8452,6,4352,0,0,4096,129909,64,1048576,0,0,0,0,0,0,0,0,256,0,4096,8384,4790,64,630,0,0,8192,0,
blas,vsgemm_m4_2r,vsgemm_m4_2r,,128,2,128,PASSED,478798,,.2283,478866,82952,0,4,16577,0,24640,24640,3,193,0,24833,24833,8513,24833,105851,0,0,0,58188,8585,8382,478790,49603,25087,16833,9,8192,0,0,8192,470936,144,4194304,0,0,0,0,0,0,0,0,0,0,8192,24960,109462,8192,101270,620,620,20672,0,
blas,vsgemm_m4_2r,vsgemm_m4_2r,,16,2,16,PASSED,5435,,1.3269,5503,1416,0,0,281,0,272,272,2,145,0,417,417,289,417,144,0,0,0,994,166,151,5427,828,445,311,6,128,0,0,128,5693,16,8192,0,0,0,0,0,0,0,0,0,0,128,432,144,128,16,0,0,328,0,
blas,vsgemm_m4_2r,vsgemm_m4_2r,,32,2,32,PASSED,20819,,.6353,20887,5384,0,0,1073,0,1056,1056,2,545,0,1601,1601,1089,1601,544,0,0,0,3776,588,557,20811,3188,1661,1133,6,512,0,0,512,20685,32,65536,0,0,0,0,0,0,0,0,0,0,512,1632,559,512,47,0,0,1296,0,
blas,vsgemm_m4_2r,vsgemm_m4_2r,,64,2,64,PASSED,81541,,.3110,81609,21000,0,1,4193,0,4160,4160,2,2113,0,6273,6273,4225,6273,2112,0,0,0,14721,2206,2142,81533,12515,6398,4320,6,2048,0,0,2048,79855,68,524288,0,0,0,0,0,0,0,0,0,0,2048,6336,2516,2048,468,0,0,5184,0,
blas,vsgemm_m4_4r,vsgemm_m4_4r,,128,4,128,PASSED,351503,,.1676,351571,45864,0,0,8385,0,16540,16540,8,101,142111,16641,162912,214,16641,330724,0,0,0,41570,8414,8383,351387,33156,24991,16703,10,4096,0,0,4096,347767,144,2097152,0,0,0,0,0,0,0,0,0,0,4096,16736,323571,12352,323699,1,0,16448,0,
blas,vsgemm_m4_4r,vsgemm_m4_4r,,16,4,16,PASSED,3485,,.8508,3553,812,0,0,153,0,80,80,1,209,0,289,361,289,289,80,0,0,0,716,152,149,3477,564,431,291,6,64,0,0,64,3809,16,4096,0,0,0,0,0,0,0,0,0,0,64,304,80,192,144,0,0,260,0,
blas,vsgemm_m4_4r,vsgemm_m4_4r,,32,4,32,PASSED,13211,,.4031,13279,3024,0,0,561,0,288,288,1,801,0,1089,1361,1089,1089,288,0,0,0,2712,564,557,13203,2148,1635,1099,6,256,0,0,256,13339,32,32768,0,0,0,0,0,0,0,0,0,0,256,1120,288,768,544,0,0,1032,0,
blas,vsgemm_m4_4r,vsgemm_m4_4r,,64,4,64,PASSED,55253,,.2107,55321,11672,0,0,2145,0,4079,4079,4,146,0,4225,5281,1249,4225,22465,0,0,0,10543,2155,2140,55245,8388,6346,4249,6,1024,0,0,1024,54605,68,262144,0,0,0,0,0,0,0,0,0,0,1024,4272,22495,3104,22559,0,0,4128,0,
blas,vsgemv_hdv,vsgemv_hdv,,128,,128,PASSED,160,,.0097,228,20,0,0,6,1,3,3,1,5,0,8,9,8,8,110,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,552,0,1024,0,0,0,0,0,0,0,0,0,0,2,6,110,3,0,1,0,5,0,
blas,vsgemv_hdv,vsgemv_hdv,,16,,16,PASSED,121,,.4726,189,20,0,0,6,1,3,3,1,5,0,8,9,8,8,71,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,513,0,576,0,0,0,0,0,0,0,0,0,0,2,6,71,3,0,1,0,5,0,
blas,vsgemv_hdv,vsgemv_hdv,,32,,32,PASSED,126,,.1230,194,20,0,0,6,1,3,3,1,5,0,8,9,8,8,76,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,518,0,640,0,0,0,0,0,0,0,0,0,0,2,6,76,3,0,1,0,5,0,
blas,vsgemv_hdv,vsgemv_hdv,,64,,64,PASSED,136,,.0332,204,20,0,0,6,1,3,3,1,5,0,8,9,8,8,86,0,0,0,10,0,0,72,10,7,5,7,2,0,0,2,528,0,768,0,0,0,0,0,0,0,0,0,0,2,6,86,3,0,1,0,5,0,
blas,vsger_hdv,vsger_hdv,,128,,128,PASSED,7804,,.4763,7872,2406,0,0,512,128,384,384,1,256,0,640,640,640,640,384,0,0,0,1249,94,63,7796,1155,832,674,6,260,196,196,256,8037,132,8192,24128,0,0,192,0,4,0,0,0,0,0,640,384,128,0,32,0,384,0,1.000
blas,vsger_hdv,vsger_hdv,,16,,16,PASSED,3004,,11.7343,3072,870,0,0,128,32,96,96,1,64,0,160,160,160,160,96,0,0,0,481,94,63,2996,387,352,290,7,64,0,0,64,3333,32,4096,0,0,0,0,0,0,0,0,0,0,64,160,96,32,0,1,0,96,0,
blas,vsger_hdv,vsger_hdv,,32,,32,PASSED,3004,,2.9335,3072,870,0,0,128,32,96,96,1,64,0,160,160,160,160,96,0,0,0,481,94,63,2996,387,352,290,7,65,0,0,64,3333,33,8192,0,0,0,0,0,0,0,0,1,0,64,160,96,32,0,32,0,96,0,
blas,vsger_hdv,vsger_hdv,,64,,64,PASSED,4604,,1.1240,4672,1382,0,0,256,64,192,192,1,128,0,320,320,320,320,192,0,0,0,737,94,63,4596,643,512,418,7,130,64,64,128,4901,66,8192,8160,0,0,64,0,0,0,0,2,0,0,320,192,64,0,32,0,192,0,1.000
blas,vssymv_hdv,vssymv_hdv,,128,,128,PASSED,162,,.0098,230,26,0,0,6,1,3,3,1,5,0,8,9,8,8,112,0,0,0,12,0,0,134,12,9,7,11,2,0,0,2,554,0,1024,0,0,0,0,0,0,0,0,0,0,2,6,112,3,0,1,0,5,0,
blas,vssymv_hdv,vssymv_hdv,,16,,16,PASSED,122,,.4765,190,26,0,0,6,1,3,3,1,5,0,8,9,8,8,72,0,0,0,12,0,0,105,12,9,7,8,2,0,0,2,514,0,576,0,0,0,0,0,0,0,0,0,0,2,6,72,3,0,1,0,5,0,
blas,vssymv_hdv,vssymv_hdv,,32,,32,PASSED,128,,.1250,196,26,0,0,6,1,3,3,1,5,0,8,9,8,8,78,0,0,0,12,0,0,110,12,9,7,9,2,0,0,2,520,0,640,0,0,0,0,0,0,0,0,0,0,2,6,78,3,0,1,0,5,0,
blas,vssymv_hdv,vssymv_hdv,,64,,64,PASSED,138,,.0336,206,26,0,0,6,1,3,3,1,5,0,8,9,8,8,88,0,0,0,12,0,0,118,12,9,7,9,2,0,0,2,530,0,768,0,0,0,0,0,0,0,0,0,0,2,6,88,3,0,1,0,5,0,
blas,vssyrk_hdv,vssyrk_hdv,,128,,128,FAILED,799998,,48.8280,,41085,,,,,,,,,,,,,,,,,,23506,2985,2963,799990,20521,14683,11742,38,373010,0,0,2937,0,24,11776,0,0,0,0,0,0,0,25,0,0,0,5918,791016,2936,788057,0,0,2937,0,
blas,vssyrk_hdv,vssyrk_hdv,,16,,16,PASSED,13840,,54.0625,13908,3750,0,0,545,0,304,304,2,257,0,561,561,545,561,485,0,0,0,2162,304,288,13832,1858,1346,1073,7,4112,0,0,272,0,16,1024,0,0,0,0,0,0,0,16,0,0,0,576,485,272,197,0,0,272,0,
blas,vssyrk_hdv,vssyrk_hdv,,32,,32,PASSED,84582,,82.5996,84650,14662,0,0,2113,0,2143,2143,8,2,25257,2145,27402,6,4071,82314,0,0,0,8418,1119,1088,84346,7299,5249,4192,11,32801,0,0,1056,0,33,4096,0,0,0,0,0,0,0,33,0,0,0,2176,81230,1056,80142,0,0,1056,0,
blas,vssyrk_hdv,vssyrk_hdv,,64,,64,PASSED,600231,,146.5407,600299,57990,0,0,8321,0,8383,8383,8,2,366785,8385,375170,5,16323,591733,0,0,0,33218,4287,4224,599803,28931,20737,16576,20,262212,0,0,4160,0,68,16384,0,0,0,0,0,0,0,68,0,0,0,8448,587512,4160,583288,0,0,4160,0,
blas,vstrsm_hdv,vstrsm_hdv,,128,,128,PASSED,636146,,38.8272,636214,141381,0,1,24769,0,24513,24513,3,256,0,24769,24769,8767,24769,153346,0,0,0,74694,8514,8385,636138,66180,49797,41543,9,9328,0,0,8256,0,9328,4227072,0,0,0,0,0,0,0,9328,0,0,0,33024,145345,8386,128808,8259,3,12384,0,
blas,vstrsm_hdv,vstrsm_hdv,,16,,16,PASSED,10682,,41.7265,10750,2445,0,1,409,0,377,377,3,32,0,409,409,199,409,2314,0,0,0,1278,170,153,10674,1108,853,719,9,158,0,0,136,0,158,69632,0,0,0,0,0,0,0,158,0,0,0,544,2209,154,1912,139,3,204,0,
blas,vstrsm_hdv,vstrsm_hdv,,32,,32,PASSED,40898,,39.9394,40966,9237,0,1,1585,0,1521,1521,3,64,0,1585,1585,655,1585,9298,0,0,0,4854,594,561,40890,4260,3237,2711,9,604,0,0,528,0,604,270336,0,0,0,0,0,0,0,604,0,0,0,2112,8833,562,7752,531,3,792,0,
blas,vstrsm_hdv,vstrsm_hdv,,64,,64,PASSED,160466,,39.1762,160534,35877,0,1,6241,0,6113,6113,3,128,0,6241,6241,2335,6241,37858,0,0,0,18918,2210,2145,160458,16708,12613,10535,9,2360,0,0,2080,0,2360,1064960,0,0,0,0,0,0,0,2360,0,0,0,8320,35905,2146,31720,2083,3,3120,0,
fixed,softmax_fix,softmax_fix,,,,,PASSED,6881,,,6949,1417,0,0,968,8,965,965,8,3,2353,968,4096,9,968,5699,0,0,0,599,99,45,6826,500,470,406,13,73,0,0,72,0,50,9216,0,0,0,0,0,0,0,73,0,0,0,897,5309,449,1598,911,551,545,0,
fixed,vsspmv_fix,vsspmv_fix,,,,,PASSED,4908,,,4976,997,0,0,257,1,252,252,8,5,1609,257,1929,9,257,4585,0,0,0,451,34,33,4795,417,323,293,11,1090,64,62,96,5269,0,256,8192,0,0,64,0,0,0,0,0,0,0,288,4461,160,0,64,0,160,0,.968
fixed,vssyrk_m1_fix,vssyrk_m1_fix,,,,,PASSED,84582,,,84650,14662,0,0,2113,0,2143,2143,8,2,25257,2145,27402,6,4071,82314,0,0,0,8418,1119,1088,84346,7299,5249,4192,11,32801,0,0,1056,0,33,4096,0,0,0,0,0,0,0,33,0,0,0,2176,81230,1056,80142,0,0,1056,0,
fixed,vstrsm_m1_fix,vstrsm_m1_fix,,,,,PASSED,30918,,,30986,9234,0,0,1585,0,1056,1056,1,529,0,1585,1585,1585,1585,1056,0,0,0,4852,592,560,30910,4260,3235,2706,7,558,0,0,528,30783,558,67584,0,0,0,0,0,0,0,0,30,0,528,2112,1056,560,1,528,0,792,0,
